"competition","mf","level","match_id","date","home_team","visiting_team","match_n_sets","home_team_set_score","visiting_team_set_score","set_number","home_team_score","visiting_team_score","margin"
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770593",2019-11-15,"St. John's (NY)","Seton Hall",3,3,0,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770593",2019-11-15,"St. John's (NY)","Seton Hall",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770593",2019-11-15,"St. John's (NY)","Seton Hall",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770625",2019-11-15,"Marquette","Georgetown",4,3,1,1,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770625",2019-11-15,"Marquette","Georgetown",4,3,1,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770625",2019-11-15,"Marquette","Georgetown",4,3,1,3,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770625",2019-11-15,"Marquette","Georgetown",4,3,1,4,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770626",2019-11-15,"Memphis","Houston",4,1,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770626",2019-11-15,"Memphis","Houston",4,1,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770626",2019-11-15,"Memphis","Houston",4,1,3,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770626",2019-11-15,"Memphis","Houston",4,1,3,4,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770637",2019-11-15,"North Dakota","Oral Roberts",4,1,3,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770637",2019-11-15,"North Dakota","Oral Roberts",4,1,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770637",2019-11-15,"North Dakota","Oral Roberts",4,1,3,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770637",2019-11-15,"North Dakota","Oral Roberts",4,1,3,4,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770578",2019-11-15,"Northwestern","Rutgers",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770578",2019-11-15,"Northwestern","Rutgers",3,3,0,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770578",2019-11-15,"Northwestern","Rutgers",3,3,0,3,25,10,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770583",2019-11-15,"Wichita State","Tulsa",4,3,1,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770583",2019-11-15,"Wichita State","Tulsa",4,3,1,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770583",2019-11-15,"Wichita State","Tulsa",4,3,1,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770583",2019-11-15,"Wichita State","Tulsa",4,3,1,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770636",2019-11-15,"Ohio","Buffalo",3,3,0,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770636",2019-11-15,"Ohio","Buffalo",3,3,0,2,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770636",2019-11-15,"Ohio","Buffalo",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770603",2019-11-15,"Denver","Omaha",3,3,0,1,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770603",2019-11-15,"Denver","Omaha",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770603",2019-11-15,"Denver","Omaha",3,3,0,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770624",2019-11-15,"Louisville","Syracuse",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770624",2019-11-15,"Louisville","Syracuse",3,3,0,2,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770624",2019-11-15,"Louisville","Syracuse",3,3,0,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770563",2019-11-15,"Florida","LSU",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770563",2019-11-15,"Florida","LSU",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770563",2019-11-15,"Florida","LSU",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770631",2019-11-15,"Harvard","Cornell",3,0,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770631",2019-11-15,"Harvard","Cornell",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770631",2019-11-15,"Harvard","Cornell",3,0,3,3,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770611",2019-11-15,"Indiana","Maryland",5,2,3,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770611",2019-11-15,"Indiana","Maryland",5,2,3,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770611",2019-11-15,"Indiana","Maryland",5,2,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770611",2019-11-15,"Indiana","Maryland",5,2,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770611",2019-11-15,"Indiana","Maryland",5,2,3,5,21,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770629",2019-11-15,"Long Beach State","UC Santa Barbara",3,3,0,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770629",2019-11-15,"Long Beach State","UC Santa Barbara",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770629",2019-11-15,"Long Beach State","UC Santa Barbara",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770607",2019-11-15,"SMU","Tulane",5,2,3,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770607",2019-11-15,"SMU","Tulane",5,2,3,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770607",2019-11-15,"SMU","Tulane",5,2,3,3,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770607",2019-11-15,"SMU","Tulane",5,2,3,4,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770607",2019-11-15,"SMU","Tulane",5,2,3,5,12,15,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770604",2019-11-15,"CSUN","Cal Poly",3,0,3,1,10,25,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770604",2019-11-15,"CSUN","Cal Poly",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770604",2019-11-15,"CSUN","Cal Poly",3,0,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770568",2019-11-15,"Clemson","Virginia Tech",5,2,3,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770568",2019-11-15,"Clemson","Virginia Tech",5,2,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770568",2019-11-15,"Clemson","Virginia Tech",5,2,3,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770568",2019-11-15,"Clemson","Virginia Tech",5,2,3,4,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770568",2019-11-15,"Clemson","Virginia Tech",5,2,3,5,11,15,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770628",2019-11-15,"Oregon State","Arizona State",5,2,3,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770628",2019-11-15,"Oregon State","Arizona State",5,2,3,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770628",2019-11-15,"Oregon State","Arizona State",5,2,3,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770628",2019-11-15,"Oregon State","Arizona State",5,2,3,4,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770628",2019-11-15,"Oregon State","Arizona State",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770560",2019-11-15,"Navy","Colgate",3,0,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770560",2019-11-15,"Navy","Colgate",3,0,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770560",2019-11-15,"Navy","Colgate",3,0,3,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770622",2019-11-15,"Towson","Elon",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770622",2019-11-15,"Towson","Elon",3,3,0,2,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770622",2019-11-15,"Towson","Elon",3,3,0,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770663",2019-11-16,"Colorado State","Boise State",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770663",2019-11-16,"Colorado State","Boise State",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770663",2019-11-16,"Colorado State","Boise State",3,3,0,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770664",2019-11-16,"Middle Tenn.","FIU",5,3,2,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770664",2019-11-16,"Middle Tenn.","FIU",5,3,2,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770664",2019-11-16,"Middle Tenn.","FIU",5,3,2,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770664",2019-11-16,"Middle Tenn.","FIU",5,3,2,4,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770664",2019-11-16,"Middle Tenn.","FIU",5,3,2,5,15,7,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770676",2019-11-16,"Pepperdine","Pacific",4,3,1,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770676",2019-11-16,"Pepperdine","Pacific",4,3,1,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770676",2019-11-16,"Pepperdine","Pacific",4,3,1,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770676",2019-11-16,"Pepperdine","Pacific",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770670",2019-11-16,"Grand Canyon","CSU Bakersfield",4,3,1,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770670",2019-11-16,"Grand Canyon","CSU Bakersfield",4,3,1,2,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770670",2019-11-16,"Grand Canyon","CSU Bakersfield",4,3,1,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770670",2019-11-16,"Grand Canyon","CSU Bakersfield",4,3,1,4,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770871",2019-11-16,"Central Ark.","A&M-Corpus Christi",4,3,1,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770871",2019-11-16,"Central Ark.","A&M-Corpus Christi",4,3,1,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770871",2019-11-16,"Central Ark.","A&M-Corpus Christi",4,3,1,3,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770871",2019-11-16,"Central Ark.","A&M-Corpus Christi",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770678",2019-11-16,"Western Kentucky","UAB",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770678",2019-11-16,"Western Kentucky","UAB",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770678",2019-11-16,"Western Kentucky","UAB",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770667",2019-11-16,"UConn","UCF",4,1,3,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770667",2019-11-16,"UConn","UCF",4,1,3,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770667",2019-11-16,"UConn","UCF",4,1,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770667",2019-11-16,"UConn","UCF",4,1,3,4,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770672",2019-11-16,"Portland","San Francisco",4,1,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770672",2019-11-16,"Portland","San Francisco",4,1,3,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770672",2019-11-16,"Portland","San Francisco",4,1,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770672",2019-11-16,"Portland","San Francisco",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770679",2019-11-16,"Northwestern State","UIW",4,3,1,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770679",2019-11-16,"Northwestern State","UIW",4,3,1,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770679",2019-11-16,"Northwestern State","UIW",4,3,1,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770679",2019-11-16,"Northwestern State","UIW",4,3,1,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770684",2019-11-16,"North Texas","UTSA",5,3,2,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770684",2019-11-16,"North Texas","UTSA",5,3,2,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770684",2019-11-16,"North Texas","UTSA",5,3,2,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770684",2019-11-16,"North Texas","UTSA",5,3,2,4,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770684",2019-11-16,"North Texas","UTSA",5,3,2,5,15,8,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770681",2019-11-16,"New Orleans","Houston Baptist",4,3,1,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770681",2019-11-16,"New Orleans","Houston Baptist",4,3,1,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770681",2019-11-16,"New Orleans","Houston Baptist",4,3,1,3,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770681",2019-11-16,"New Orleans","Houston Baptist",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770662",2019-11-16,"Duke","Pittsburgh",3,0,3,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770662",2019-11-16,"Duke","Pittsburgh",3,0,3,2,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770662",2019-11-16,"Duke","Pittsburgh",3,0,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770701",2019-11-16,"Niagara","Quinnipiac",5,3,2,1,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770701",2019-11-16,"Niagara","Quinnipiac",5,3,2,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770701",2019-11-16,"Niagara","Quinnipiac",5,3,2,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770701",2019-11-16,"Niagara","Quinnipiac",5,3,2,4,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770701",2019-11-16,"Niagara","Quinnipiac",5,3,2,5,15,13,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770699",2019-11-16,"Fresno State","Air Force",3,3,0,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770699",2019-11-16,"Fresno State","Air Force",3,3,0,2,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770699",2019-11-16,"Fresno State","Air Force",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770713",2019-11-16,"Gonzaga","Santa Clara",4,1,3,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770713",2019-11-16,"Gonzaga","Santa Clara",4,1,3,2,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770713",2019-11-16,"Gonzaga","Santa Clara",4,1,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770713",2019-11-16,"Gonzaga","Santa Clara",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770692",2019-11-16,"New Mexico State","Kansas City",4,3,1,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770692",2019-11-16,"New Mexico State","Kansas City",4,3,1,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770692",2019-11-16,"New Mexico State","Kansas City",4,3,1,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770692",2019-11-16,"New Mexico State","Kansas City",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770724",2019-11-16,"Southern Miss.","Louisiana Tech",4,3,1,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770724",2019-11-16,"Southern Miss.","Louisiana Tech",4,3,1,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770724",2019-11-16,"Southern Miss.","Louisiana Tech",4,3,1,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770724",2019-11-16,"Southern Miss.","Louisiana Tech",4,3,1,4,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770694",2019-11-16,"Southeastern La.","Sam Houston State",5,2,3,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770694",2019-11-16,"Southeastern La.","Sam Houston State",5,2,3,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770694",2019-11-16,"Southeastern La.","Sam Houston State",5,2,3,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770694",2019-11-16,"Southeastern La.","Sam Houston State",5,2,3,4,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770694",2019-11-16,"Southeastern La.","Sam Houston State",5,2,3,5,12,15,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770719",2019-11-16,"West Virginia","Texas Tech",5,2,3,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770719",2019-11-16,"West Virginia","Texas Tech",5,2,3,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770719",2019-11-16,"West Virginia","Texas Tech",5,2,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770719",2019-11-16,"West Virginia","Texas Tech",5,2,3,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770719",2019-11-16,"West Virginia","Texas Tech",5,2,3,5,13,15,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770708",2019-11-16,"Canisius","Fairfield",5,3,2,1,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770708",2019-11-16,"Canisius","Fairfield",5,3,2,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770708",2019-11-16,"Canisius","Fairfield",5,3,2,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770708",2019-11-16,"Canisius","Fairfield",5,3,2,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770708",2019-11-16,"Canisius","Fairfield",5,3,2,5,15,10,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770717",2019-11-16,"Kansas","Kansas State",4,3,1,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770717",2019-11-16,"Kansas","Kansas State",4,3,1,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770717",2019-11-16,"Kansas","Kansas State",4,3,1,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770717",2019-11-16,"Kansas","Kansas State",4,3,1,4,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770716",2019-11-16,"Temple","South Florida",5,3,2,1,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770716",2019-11-16,"Temple","South Florida",5,3,2,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770716",2019-11-16,"Temple","South Florida",5,3,2,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770716",2019-11-16,"Temple","South Florida",5,3,2,4,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770716",2019-11-16,"Temple","South Florida",5,3,2,5,15,11,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770709",2019-11-16,"UTEP","Rice",3,0,3,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770709",2019-11-16,"UTEP","Rice",3,0,3,2,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770709",2019-11-16,"UTEP","Rice",3,0,3,3,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770691",2019-11-16,"California Baptist","Utah Valley",4,3,1,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770691",2019-11-16,"California Baptist","Utah Valley",4,3,1,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770691",2019-11-16,"California Baptist","Utah Valley",4,3,1,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770691",2019-11-16,"California Baptist","Utah Valley",4,3,1,4,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770693",2019-11-16,"SFA","McNeese",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770693",2019-11-16,"SFA","McNeese",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770693",2019-11-16,"SFA","McNeese",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770690",2019-11-16,"Xavier","Creighton",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770690",2019-11-16,"Xavier","Creighton",3,0,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770690",2019-11-16,"Xavier","Creighton",3,0,3,3,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770703",2019-11-16,"Abilene Christian","Lamar University",5,3,2,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770703",2019-11-16,"Abilene Christian","Lamar University",5,3,2,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770703",2019-11-16,"Abilene Christian","Lamar University",5,3,2,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770703",2019-11-16,"Abilene Christian","Lamar University",5,3,2,4,25,10,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770703",2019-11-16,"Abilene Christian","Lamar University",5,3,2,5,15,12,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770702",2019-11-16,"Charlotte","Florida Atlantic",5,2,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770702",2019-11-16,"Charlotte","Florida Atlantic",5,2,3,2,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770702",2019-11-16,"Charlotte","Florida Atlantic",5,2,3,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770702",2019-11-16,"Charlotte","Florida Atlantic",5,2,3,4,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770702",2019-11-16,"Charlotte","Florida Atlantic",5,2,3,5,13,15,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770698",2019-11-16,"New Mexico","Nevada",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770698",2019-11-16,"New Mexico","Nevada",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770698",2019-11-16,"New Mexico","Nevada",3,3,0,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770711",2019-11-16,"Siena","Iona",4,3,1,1,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770711",2019-11-16,"Siena","Iona",4,3,1,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770711",2019-11-16,"Siena","Iona",4,3,1,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770711",2019-11-16,"Siena","Iona",4,3,1,4,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770718",2019-11-16,"LMU (CA)","Saint Mary's (CA)",4,3,1,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770718",2019-11-16,"LMU (CA)","Saint Mary's (CA)",4,3,1,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770718",2019-11-16,"LMU (CA)","Saint Mary's (CA)",4,3,1,3,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770718",2019-11-16,"LMU (CA)","Saint Mary's (CA)",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770750",2019-11-16,"USC Upstate","Campbell",3,0,3,1,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770750",2019-11-16,"USC Upstate","Campbell",3,0,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770750",2019-11-16,"USC Upstate","Campbell",3,0,3,3,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770762",2019-11-16,"SIUE","UT Martin",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770762",2019-11-16,"SIUE","UT Martin",3,0,3,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770762",2019-11-16,"SIUE","UT Martin",3,0,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770749",2019-11-16,"Loyola Maryland","Army West Point",4,1,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770749",2019-11-16,"Loyola Maryland","Army West Point",4,1,3,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770749",2019-11-16,"Loyola Maryland","Army West Point",4,1,3,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770749",2019-11-16,"Loyola Maryland","Army West Point",4,1,3,4,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770743",2019-11-16,"Austin Peay","Eastern Kentucky",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770743",2019-11-16,"Austin Peay","Eastern Kentucky",3,3,0,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770743",2019-11-16,"Austin Peay","Eastern Kentucky",3,3,0,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770735",2019-11-16,"Jacksonville State","Tennessee State",4,3,1,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770735",2019-11-16,"Jacksonville State","Tennessee State",4,3,1,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1770735",2019-11-16,"Jacksonville State","Tennessee State",4,3,1,3,25,18,7
