"competition","mf","level","match_id","date","home_team","visiting_team","match_n_sets","home_team_set_score","visiting_team_set_score","set_number","home_team_score","visiting_team_score","margin"
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775048",2019-08-30,"Weber State","UNLV",4,3,1,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775048",2019-08-30,"Weber State","UNLV",4,3,1,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775048",2019-08-30,"Weber State","UNLV",4,3,1,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775048",2019-08-30,"Weber State","UNLV",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756021",2019-08-30,"Green Bay","Northeastern",4,3,1,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756021",2019-08-30,"Green Bay","Northeastern",4,3,1,2,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756021",2019-08-30,"Green Bay","Northeastern",4,3,1,3,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756021",2019-08-30,"Green Bay","Northeastern",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756024",2019-08-30,"UC Riverside","SIUE",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756024",2019-08-30,"UC Riverside","SIUE",3,3,0,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756024",2019-08-30,"UC Riverside","SIUE",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756026",2019-08-30,"Alabama","Marist",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756026",2019-08-30,"Alabama","Marist",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756026",2019-08-30,"Alabama","Marist",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756025",2019-08-30,"Marshall","UT Martin",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756025",2019-08-30,"Marshall","UT Martin",3,3,0,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756025",2019-08-30,"Marshall","UT Martin",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756029",2019-08-30,"VCU","Texas Tech",3,0,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756029",2019-08-30,"VCU","Texas Tech",3,0,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756029",2019-08-30,"VCU","Texas Tech",3,0,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756030",2019-08-30,"Arkansas State","Milwaukee",5,2,3,1,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756030",2019-08-30,"Arkansas State","Milwaukee",5,2,3,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756030",2019-08-30,"Arkansas State","Milwaukee",5,2,3,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756030",2019-08-30,"Arkansas State","Milwaukee",5,2,3,4,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756030",2019-08-30,"Arkansas State","Milwaukee",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756027",2019-08-30,"North Texas","Illinois State",4,1,3,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756027",2019-08-30,"North Texas","Illinois State",4,1,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756027",2019-08-30,"North Texas","Illinois State",4,1,3,3,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756027",2019-08-30,"North Texas","Illinois State",4,1,3,4,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756034",2019-08-30,"Charlotte","Gardner-Webb",3,3,0,1,25,8,17
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756034",2019-08-30,"Charlotte","Gardner-Webb",3,3,0,2,25,6,19
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756034",2019-08-30,"Charlotte","Gardner-Webb",3,3,0,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756055",2019-08-30,"Air Force","Navy",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756055",2019-08-30,"Air Force","Navy",3,0,3,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756055",2019-08-30,"Air Force","Navy",3,0,3,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756044",2019-08-30,"A&M-Corpus Christi","UT Arlington",5,2,3,1,25,7,18
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756044",2019-08-30,"A&M-Corpus Christi","UT Arlington",5,2,3,2,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756044",2019-08-30,"A&M-Corpus Christi","UT Arlington",5,2,3,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756044",2019-08-30,"A&M-Corpus Christi","UT Arlington",5,2,3,4,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756044",2019-08-30,"A&M-Corpus Christi","UT Arlington",5,2,3,5,14,16,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756049",2019-08-30,"Cincinnati","South Carolina",4,3,1,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756049",2019-08-30,"Cincinnati","South Carolina",4,3,1,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756049",2019-08-30,"Cincinnati","South Carolina",4,3,1,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756049",2019-08-30,"Cincinnati","South Carolina",4,3,1,4,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756042",2019-08-30,"SFA","UTSA",4,3,1,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756042",2019-08-30,"SFA","UTSA",4,3,1,2,27,29,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756042",2019-08-30,"SFA","UTSA",4,3,1,3,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756042",2019-08-30,"SFA","UTSA",4,3,1,4,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756051",2019-08-30,"Nevada","CSU Bakersfield",4,3,1,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756051",2019-08-30,"Nevada","CSU Bakersfield",4,3,1,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756051",2019-08-30,"Nevada","CSU Bakersfield",4,3,1,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756051",2019-08-30,"Nevada","CSU Bakersfield",4,3,1,4,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756041",2019-08-30,"Furman","Loyola Maryland",5,2,3,1,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756041",2019-08-30,"Furman","Loyola Maryland",5,2,3,2,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756041",2019-08-30,"Furman","Loyola Maryland",5,2,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756041",2019-08-30,"Furman","Loyola Maryland",5,2,3,4,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756041",2019-08-30,"Furman","Loyola Maryland",5,2,3,5,11,15,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756040",2019-08-30,"Fairfield","Temple",3,0,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756040",2019-08-30,"Fairfield","Temple",3,0,3,2,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756040",2019-08-30,"Fairfield","Temple",3,0,3,3,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756048",2019-08-30,"Portland","CSUN",4,3,1,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756048",2019-08-30,"Portland","CSUN",4,3,1,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756048",2019-08-30,"Portland","CSUN",4,3,1,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756048",2019-08-30,"Portland","CSUN",4,3,1,4,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756037",2019-08-30,"UC Davis","Montana",3,3,0,1,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756037",2019-08-30,"UC Davis","Montana",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756037",2019-08-30,"UC Davis","Montana",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756045",2019-08-30,"UTEP","Tulane",3,0,3,1,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756045",2019-08-30,"UTEP","Tulane",3,0,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756045",2019-08-30,"UTEP","Tulane",3,0,3,3,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756038",2019-08-30,"Quinnipiac","William & Mary",5,2,3,1,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756038",2019-08-30,"Quinnipiac","William & Mary",5,2,3,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756038",2019-08-30,"Quinnipiac","William & Mary",5,2,3,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756038",2019-08-30,"Quinnipiac","William & Mary",5,2,3,4,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756038",2019-08-30,"Quinnipiac","William & Mary",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756039",2019-08-30,"Stetson","Niagara",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756039",2019-08-30,"Stetson","Niagara",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756039",2019-08-30,"Stetson","Niagara",3,3,0,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756050",2019-08-30,"Marquette","Utah Valley",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756050",2019-08-30,"Marquette","Utah Valley",3,3,0,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756050",2019-08-30,"Marquette","Utah Valley",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756033",2019-08-30,"James Madison","Washington State",3,0,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756033",2019-08-30,"James Madison","Washington State",3,0,3,2,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756033",2019-08-30,"James Madison","Washington State",3,0,3,3,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756054",2019-08-30,"Hartford","Howard",3,0,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756054",2019-08-30,"Hartford","Howard",3,0,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756054",2019-08-30,"Hartford","Howard",3,0,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756053",2019-08-30,"Jacksonville","DePaul",4,1,3,1,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756053",2019-08-30,"Jacksonville","DePaul",4,1,3,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756053",2019-08-30,"Jacksonville","DePaul",4,1,3,3,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756053",2019-08-30,"Jacksonville","DePaul",4,1,3,4,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756052",2019-08-30,"Cal Poly","Kentucky",3,0,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756052",2019-08-30,"Cal Poly","Kentucky",3,0,3,2,9,25,16
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756052",2019-08-30,"Cal Poly","Kentucky",3,0,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756043",2019-08-30,"Radford","UTRGV",3,3,0,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756043",2019-08-30,"Radford","UTRGV",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756043",2019-08-30,"Radford","UTRGV",3,3,0,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756059",2019-08-30,"San Diego State","Akron",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756059",2019-08-30,"San Diego State","Akron",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756059",2019-08-30,"San Diego State","Akron",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756061",2019-08-30,"Southeastern La.","Troy",3,0,3,1,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756061",2019-08-30,"Southeastern La.","Troy",3,0,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756061",2019-08-30,"Southeastern La.","Troy",3,0,3,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756060",2019-08-30,"New Mexico","Rutgers",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756060",2019-08-30,"New Mexico","Rutgers",3,3,0,2,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756060",2019-08-30,"New Mexico","Rutgers",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756058",2019-08-30,"Butler","New Mexico State",3,0,3,1,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756058",2019-08-30,"Butler","New Mexico State",3,0,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756058",2019-08-30,"Butler","New Mexico State",3,0,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756068",2019-08-30,"Montana State","Little Rock",3,3,0,1,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756068",2019-08-30,"Montana State","Little Rock",3,3,0,2,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756068",2019-08-30,"Montana State","Little Rock",3,3,0,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756070",2019-08-30,"High Point","Lipscomb",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756070",2019-08-30,"High Point","Lipscomb",3,3,0,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756070",2019-08-30,"High Point","Lipscomb",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756062",2019-08-30,"Colorado State","Chicago State",3,3,0,1,25,7,18
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756062",2019-08-30,"Colorado State","Chicago State",3,3,0,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756062",2019-08-30,"Colorado State","Chicago State",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756072",2019-08-30,"USC Upstate","Virginia Tech",4,1,3,1,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756072",2019-08-30,"USC Upstate","Virginia Tech",4,1,3,2,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756072",2019-08-30,"USC Upstate","Virginia Tech",4,1,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756072",2019-08-30,"USC Upstate","Virginia Tech",4,1,3,4,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756063",2019-08-30,"Michigan","Oakland",3,3,0,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756063",2019-08-30,"Michigan","Oakland",3,3,0,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756063",2019-08-30,"Michigan","Oakland",3,3,0,3,25,8,17
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775213",2019-08-30,"Florida A&M","Texas Southern",3,3,0,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775213",2019-08-30,"Florida A&M","Texas Southern",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1775213",2019-08-30,"Florida A&M","Texas Southern",3,3,0,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756067",2019-08-30,"UC Irvine","Oregon State",3,0,3,1,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756067",2019-08-30,"UC Irvine","Oregon State",3,0,3,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756067",2019-08-30,"UC Irvine","Oregon State",3,0,3,3,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756064",2019-08-30,"New Orleans","North Dakota",4,3,1,1,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756064",2019-08-30,"New Orleans","North Dakota",4,3,1,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756064",2019-08-30,"New Orleans","North Dakota",4,3,1,3,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756064",2019-08-30,"New Orleans","North Dakota",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756071",2019-08-30,"Albany (NY)","Idaho State",4,1,3,1,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756071",2019-08-30,"Albany (NY)","Idaho State",4,1,3,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756071",2019-08-30,"Albany (NY)","Idaho State",4,1,3,3,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756071",2019-08-30,"Albany (NY)","Idaho State",4,1,3,4,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756075",2019-08-30,"Pepperdine","Tulsa",5,2,3,1,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756075",2019-08-30,"Pepperdine","Tulsa",5,2,3,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756075",2019-08-30,"Pepperdine","Tulsa",5,2,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756075",2019-08-30,"Pepperdine","Tulsa",5,2,3,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756075",2019-08-30,"Pepperdine","Tulsa",5,2,3,5,11,15,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756073",2019-08-30,"Belmont","North Alabama",4,1,3,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756073",2019-08-30,"Belmont","North Alabama",4,1,3,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756073",2019-08-30,"Belmont","North Alabama",4,1,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756073",2019-08-30,"Belmont","North Alabama",4,1,3,4,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756086",2019-08-30,"Arkansas","Northwestern State",3,3,0,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756086",2019-08-30,"Arkansas","Northwestern State",3,3,0,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756086",2019-08-30,"Arkansas","Northwestern State",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756092",2019-08-30,"Robert Morris","Manhattan",3,3,0,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756092",2019-08-30,"Robert Morris","Manhattan",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756092",2019-08-30,"Robert Morris","Manhattan",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756097",2019-08-30,"Memphis","Drake",4,3,1,1,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756097",2019-08-30,"Memphis","Drake",4,3,1,2,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756097",2019-08-30,"Memphis","Drake",4,3,1,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756097",2019-08-30,"Memphis","Drake",4,3,1,4,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756100",2019-08-30,"Xavier","Southern Utah",3,0,3,1,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756100",2019-08-30,"Xavier","Southern Utah",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756100",2019-08-30,"Xavier","Southern Utah",3,0,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756098",2019-08-30,"Eastern Kentucky","Kent State",3,0,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756098",2019-08-30,"Eastern Kentucky","Kent State",3,0,3,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756098",2019-08-30,"Eastern Kentucky","Kent State",3,0,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756085",2019-08-30,"Auburn","Tennessee State",5,2,3,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756085",2019-08-30,"Auburn","Tennessee State",5,2,3,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756085",2019-08-30,"Auburn","Tennessee State",5,2,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756085",2019-08-30,"Auburn","Tennessee State",5,2,3,4,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756085",2019-08-30,"Auburn","Tennessee State",5,2,3,5,11,15,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756095",2019-08-30,"Northern Ariz.","Tennessee Tech",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756095",2019-08-30,"Northern Ariz.","Tennessee Tech",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756095",2019-08-30,"Northern Ariz.","Tennessee Tech",3,3,0,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756081",2019-08-30,"BYU","Boise State",3,3,0,1,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756081",2019-08-30,"BYU","Boise State",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756081",2019-08-30,"BYU","Boise State",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756083",2019-08-30,"George Washington","American",4,1,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756083",2019-08-30,"George Washington","American",4,1,3,2,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756083",2019-08-30,"George Washington","American",4,1,3,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756083",2019-08-30,"George Washington","American",4,1,3,4,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756090",2019-08-30,"Utah","Saint Mary's (CA)",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756090",2019-08-30,"Utah","Saint Mary's (CA)",3,3,0,2,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756090",2019-08-30,"Utah","Saint Mary's (CA)",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756091",2019-08-30,"Mississippi State","Chattanooga",4,3,1,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756091",2019-08-30,"Mississippi State","Chattanooga",4,3,1,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756091",2019-08-30,"Mississippi State","Chattanooga",4,3,1,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756091",2019-08-30,"Mississippi State","Chattanooga",4,3,1,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756099",2019-08-30,"Oklahoma","California",3,0,3,1,12,25,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756099",2019-08-30,"Oklahoma","California",3,0,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756099",2019-08-30,"Oklahoma","California",3,0,3,3,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756077",2019-08-30,"Mercer","Nicholls State",4,1,3,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756077",2019-08-30,"Mercer","Nicholls State",4,1,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756077",2019-08-30,"Mercer","Nicholls State",4,1,3,3,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756077",2019-08-30,"Mercer","Nicholls State",4,1,3,4,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756087",2019-08-30,"Texas State","Liberty",4,3,1,1,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756087",2019-08-30,"Texas State","Liberty",4,3,1,2,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756087",2019-08-30,"Texas State","Liberty",4,3,1,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756087",2019-08-30,"Texas State","Liberty",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756107",2019-08-30,"Houston Baptist","Bethune-Cookman",3,3,0,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756107",2019-08-30,"Houston Baptist","Bethune-Cookman",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756107",2019-08-30,"Houston Baptist","Bethune-Cookman",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756115",2019-08-30,"Central Mich.","UMES",4,3,1,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756115",2019-08-30,"Central Mich.","UMES",4,3,1,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756115",2019-08-30,"Central Mich.","UMES",4,3,1,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756115",2019-08-30,"Central Mich.","UMES",4,3,1,4,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756110",2019-08-30,"Indiana","FIU",4,3,1,1,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756110",2019-08-30,"Indiana","FIU",4,3,1,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756110",2019-08-30,"Indiana","FIU",4,3,1,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756110",2019-08-30,"Indiana","FIU",4,3,1,4,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756106",2019-08-30,"Houston","Arizona State",5,1,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756106",2019-08-30,"Houston","Arizona State",5,1,3,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756106",2019-08-30,"Houston","Arizona State",5,1,3,3,16,25,9
